07/16/2024,SCOTT'S NURSERY LTD.,25.29,,4895.89
07/15/2024,PAYMENT - THANK YOU,,2116.94,4870.60
07/15/2024,PAYMENT - THANK YOU,,3500.00,6987.54
07/15/2024,NUTRILAWN,86.25,,10487.54
07/14/2024,SOBEYS #849,146.66,,10401.29
07/14/2024,ATLANTIC SUPERSTORE FR,11.99,,10254.63
